,prompt_class,prompt_num,prompt,model,temperature,yes_percent,no_percent
25,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-3.5 Turbo (1106),,0.9537866778246548,0.04621332217534525
26,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-3.5 Turbo (0125),,0.35366011463282576,0.6463398853671742
27,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-4 (0314),,0.9999999754199199,2.4580080117463013e-08
28,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-4 (0613),,0.9999999840969962,1.5903003880050637e-08
29,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-4 Turbo (1106),,0.9999999891201861,1.0879813925903001e-08
30,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-4 Turbo (2024-04-09),,0.9999999999933817,6.618264105973888e-12
31,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-4o (2024-05-13),,0.9999999928058669,7.194132978569834e-09
32,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-3.5 Turbo (0613),,0.5170741436016093,0.48292585639839064
33,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-3.5 Turbo (1106),,0.9720334143262659,0.02796658567373413
34,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-3.5 Turbo (0125),,0.5363053156818471,0.46369468431815297
35,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-4 (0314),,0.99999996865488,3.13451200674518e-08
36,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-4 (0613),,0.9999999765397793,2.346022057854598e-08
37,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-4 Turbo (1106),,0.9999999817052478,1.8294752144686866e-08
38,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-4 Turbo (2024-04-09),,0.9999999999849797,1.5020277415616493e-11
39,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-4o (2024-05-13),,0.9999999966017316,3.3982684658945443e-09
40,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-3.5 Turbo (0613),,0.369271107473193,0.6307288925268069
41,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-3.5 Turbo (1106),,0.9630458735144157,0.036954126485584333
42,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-3.5 Turbo (0125),,0.5282320718161043,0.4717679281838957
43,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-4 (0314),,0.9999999775507886,2.2449211361880747e-08
44,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-4 (0613),,0.9999999664112148,3.358878513056746e-08
45,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-4 Turbo (1106),,0.9999999806247544,1.9375245567121432e-08
46,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-4 Turbo (2024-04-09),,0.9999999999874594,1.25407220829077e-11
47,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-4o (2024-05-13),,0.9999999991407833,8.592166611791576e-10
48,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-3.5 Turbo (0613),,0.44366021099345265,0.5563397890065473
49,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-3.5 Turbo (1106),,0.9700605612257186,0.029939438774281363
50,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-3.5 Turbo (0125),,0.26278160694534053,0.7372183930546595
51,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-4 (0314),,0.9999999628908642,3.7109135733530266e-08
52,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-4 (0613),,0.9999999798233247,2.0176675293288094e-08
53,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-4 Turbo (1106),,0.9999999650948036,3.490519635700634e-08
54,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-4 Turbo (2024-04-09),,0.9999999999837599,1.6240175087287133e-11
55,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-4o (2024-05-13),,0.9999999928058656,7.1941343714451094e-09
56,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-3.5 Turbo (0613),,0.40461174720907106,0.5953882527909289
57,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-3.5 Turbo (1106),,0.9803552479598661,0.019644752040133957
58,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-3.5 Turbo (0125),,0.20763081518337745,0.7923691848166226
59,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-4 (0314),,0.9999999941573097,5.842690438786416e-09
60,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-4 (0613),,0.99999999097282,9.027179956987318e-09
61,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-4 Turbo (1106),,0.9999999764423557,2.355764425511432e-08
62,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-4 Turbo (2024-04-09),,0.9999999999961838,3.816196003718009e-12
63,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-4o (2024-05-13),,0.9999999918479794,8.152020648014725e-09
64,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-3.5 Turbo (0613),,0.4469482157684414,0.5530517842315587
65,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-3.5 Turbo (1106),,0.9440562949131768,0.05594370508682312
66,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-3.5 Turbo (0125),,0.20231973244675272,0.7976802675532473
67,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-4 (0314),,0.9999999635839916,3.641600846503993e-08
68,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-4 (0613),,0.9999999837976545,1.6202345478093502e-08
69,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-4 Turbo (1106),,0.9999999789007341,2.1099265888597027e-08
70,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-4 Turbo (2024-04-09),,0.9999999999862504,1.3749564019192596e-11
71,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-4o (2024-05-13),,0.9999999928058669,7.194132978569834e-09
72,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-3.5 Turbo (0613),,0.3522313675627579,0.647768632437242
73,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-3.5 Turbo (1106),,0.9891861234140733,0.010813876585926665
74,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-3.5 Turbo (0125),,0.151129077558903,0.848870922441097
75,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-4 (0314),,0.9999999748694821,2.513051787187113e-08
76,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-4 (0613),,0.9999999679283214,3.207167866448594e-08
77,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-4 Turbo (1106),,0.9999999892909479,1.070905213199156e-08
78,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-4 Turbo (2024-04-09),,0.9999999999957362,4.2638739113792906e-12
79,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-4o (2024-05-13),,0.9999999907625475,9.23745246626562e-09
80,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-3.5 Turbo (0613),,0.26418406558765334,0.7358159344123466
81,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-3.5 Turbo (1106),,0.8695748959269884,0.13042510407301158
82,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-3.5 Turbo (0125),,0.3197300845107556,0.6802699154892444
83,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-4 (0314),,0.9999999838162488,1.6183751249492037e-08
84,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-4 (0613),,0.9999999764618562,2.3538143793440873e-08
85,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-4 Turbo (1106),,0.9999999814487092,1.8551290764392318e-08
86,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-4 Turbo (2024-04-09),,0.999999999987227,1.2772981451767117e-11
87,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-4o (2024-05-13),,0.9999999827421691,1.725783103146161e-08
88,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-3.5 Turbo (0613),,0.313084535260924,0.686915464739076
89,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-3.5 Turbo (1106),,0.9165433591559647,0.08345664084403528
90,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-3.5 Turbo (0125),,0.5994997964052017,0.40050020359479827
91,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-4 (0314),,0.9999999615278413,3.847215860258153e-08
92,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-4 (0613),,0.9999999716056166,2.8394383450335888e-08
93,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-4 Turbo (1106),,0.9999999412425726,5.875742733870107e-08
94,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-4 Turbo (2024-04-09),,0.9999999999527283,4.72716672931721e-11
95,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-4o (2024-05-13),,0.9999999827421691,1.725783103146161e-08
96,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-3.5 Turbo (0613),,0.39213313111884046,0.6078668688811595
97,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-3.5 Turbo (1106),,0.9514767988550478,0.048523201144952205
98,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-3.5 Turbo (0125),,0.5935494604944164,0.40645053950558363
99,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-4 (0314),,0.9999999698753482,3.012465184887314e-08
100,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-4 (0613),,0.9999999704356466,2.9564353400798378e-08
101,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-4 Turbo (1106),,0.9999999600469014,3.995309851435494e-08
102,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-4 Turbo (2024-04-09),,0.9999999999746718,2.532814216049986e-11
103,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-4o (2024-05-13),,0.9999999970010391,2.998960815863541e-09
104,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-3.5 Turbo (0613),,0.3452281390442515,0.6547718609557486
105,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-3.5 Turbo (1106),,0.9095360664123573,0.09046393358764275
106,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-3.5 Turbo (0125),,0.32444648714147023,0.6755535128585298
107,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-4 (0314),,0.9999999532946564,4.670534349539258e-08
108,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-4 (0613),,0.9999999582922756,4.1707724291636604e-08
109,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-4 Turbo (1106),,0.9999999431424619,5.6857538123582786e-08
110,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-4 Turbo (2024-04-09),,0.9999999999988688,1.1311186693805889e-12
111,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-4o (2024-05-13),,0.9999999748900043,2.5109995788540392e-08
112,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-3.5 Turbo (0613),,0.3258673818351753,0.6741326181648247
113,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-3.5 Turbo (1106),,0.7061951947550578,0.29380480524494224
114,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-3.5 Turbo (0125),,0.29928594699323635,0.7007140530067636
115,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-4 (0314),,0.9999999453133461,5.468665382557717e-08
116,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-4 (0613),,0.9999999565920179,4.3407982152609266e-08
117,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-4 Turbo (1106),,0.9999999706718115,2.932818856020767e-08
118,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-4 Turbo (2024-04-09),,0.999999999970226,2.9774077008880494e-11
119,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-4o (2024-05-13),,0.9999999936512,6.348800075736418e-09
120,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-3.5 Turbo (0613),,0.3222813892079932,0.6777186107920067
121,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-3.5 Turbo (1106),,0.9457996101092568,0.054200389890743196
122,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-3.5 Turbo (0125),,0.4461275395975265,0.5538724604024734
123,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-4 (0314),,0.9999999694968502,3.0503149899835145e-08
124,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-4 (0613),,0.9999999421332282,5.786677179574797e-08
125,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-4 Turbo (1106),,0.9999999314389554,6.856104468109593e-08
126,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-4 Turbo (2024-04-09),,0.9999999999535083,4.6491668099473644e-11
127,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-4o (2024-05-13),,0.9999999970010391,2.998960815863541e-09
128,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-3.5 Turbo (0613),,0.33510433110379206,0.6648956688962079
129,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-3.5 Turbo (1106),,0.9600484940327467,0.03995150596725332
130,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-3.5 Turbo (0125),,0.38535251727581077,0.6146474827241893
131,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-4 (0314),,0.9999999656422809,3.435771906330962e-08
132,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-4 (0613),,0.99999996931557,3.0684429928459184e-08
133,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-4 Turbo (1106),,0.9999999867362301,1.3263769968550575e-08
134,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-4 Turbo (2024-04-09),,0.9999999999963323,3.667649948398931e-12
135,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-4o (2024-05-13),,0.9999999907625504,9.23744957664012e-09
136,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-3.5 Turbo (0613),,0.3429973569348007,0.6570026430651992
137,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-3.5 Turbo (1106),,0.898867996942308,0.10113200305769195
138,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-3.5 Turbo (0125),,0.13558466921504111,0.8644153307849588
139,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-4 (0314),,0.999999956758845,4.3241154945830803e-08
140,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-4 (0613),,0.9999999369064639,6.309353608500409e-08
141,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-4 Turbo (1106),,0.9999999539047761,4.6095223921954e-08
142,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-4 Turbo (2024-04-09),,0.9999999999857649,1.4235034095489541e-11
143,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-4o (2024-05-13),,0.9999999995400944,4.5990553765371853e-10
144,DSx,19,"From 'Either the smonk is vreebled or it is plagged' together with 'The smonk is not plagged', can we infer 'The smonk is vreebled'?",GPT-3.5 Turbo (0613),,0.33765556449543077,0.6623444355045692
145,DSx,19,"From 'Either the smonk is vreebled or it is plagged' together with 'The smonk is not plagged', can we infer 'The smonk is vreebled'?",GPT-3.5 Turbo (1106),,0.8481245831099838,0.15187541689001607
146,DSx,19,"From 'Either the smonk is vreebled or it is plagged' together with 'The smonk is not plagged', can we infer 'The smonk is vreebled'?",GPT-3.5 Turbo (0125),,0.46198565812159026,0.5380143418784097
