,prompt_class,prompt_num,prompt,model,temperature,yes_percent,no_percent
11,DSx,2,"From 'Either the wug is flooped or it is bimmed' together with 'The wug is not bimmed', can we infer 'The wug is flooped'?",GPT-4 Turbo (1106),,0.9999989844195267,1.0155804732819627e-06
12,DSx,2,"From 'Either the wug is flooped or it is bimmed' together with 'The wug is not bimmed', can we infer 'The wug is flooped'?",GPT-4 Turbo (2024-04-09),,0.9999999996727352,3.272648338657027e-10
13,DSx,2,"From 'Either the wug is flooped or it is bimmed' together with 'The wug is not bimmed', can we infer 'The wug is flooped'?",GPT-4o (2024-05-13),,0.9999999006880225,9.931197746512975e-08
14,DSx,3,"From 'Either the splat is morphed or it is quanked' together with 'The splat is not quanked', can we infer 'The splat is morphed'?",GPT-3.5 Turbo (1106),,0.9445030855455133,0.0554969144544866
15,DSx,3,"From 'Either the splat is morphed or it is quanked' together with 'The splat is not quanked', can we infer 'The splat is morphed'?",GPT-3.5 Turbo (0125),,0.8096545783555901,0.1903454216444099
16,DSx,3,"From 'Either the splat is morphed or it is quanked' together with 'The splat is not quanked', can we infer 'The splat is morphed'?",GPT-4 (0314),,0.9999996952035813,3.0479641863245696e-07
17,DSx,3,"From 'Either the splat is morphed or it is quanked' together with 'The splat is not quanked', can we infer 'The splat is morphed'?",GPT-4 (0613),,0.9999999323889495,6.761105057696964e-08
18,DSx,3,"From 'Either the splat is morphed or it is quanked' together with 'The splat is not quanked', can we infer 'The splat is morphed'?",GPT-4 Turbo (1106),,0.9999977370084561,2.2629915439061733e-06
19,DSx,3,"From 'Either the splat is morphed or it is quanked' together with 'The splat is not quanked', can we infer 'The splat is morphed'?",GPT-4 Turbo (2024-04-09),,0.9999999994965075,5.034924950190864e-10
20,DSx,3,"From 'Either the splat is morphed or it is quanked' together with 'The splat is not quanked', can we infer 'The splat is morphed'?",GPT-4o (2024-05-13),,0.9999810748399578,1.8925160042184406e-05
21,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-3.5 Turbo (1106),,0.9879690479527906,0.012030952047209392
22,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-3.5 Turbo (0125),,0.9317986571685597,0.06820134283144025
23,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-4 (0314),,0.999997520095424,2.479904576097614e-06
24,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-4 (0613),,0.9999999047654979,9.523450207891609e-08
25,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-4 Turbo (1106),,0.9999996735404147,3.264595852200633e-07
26,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-4 Turbo (2024-04-09),,0.9999999971190707,2.8809292376407058e-09
27,DSx,4,"From 'Either the fribble is snurgled or it is crinked' together with 'The fribble is not crinked', can we infer 'The fribble is snurgled'?",GPT-4o (2024-05-13),,0.9999998874648742,1.125351257041433e-07
28,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-3.5 Turbo (1106),,0.98460450515735,0.01539549484265
29,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-3.5 Turbo (0125),,0.91659907404597,0.08340092595403
30,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-4 (0314),,0.999998785331937,1.2146680630068142e-06
31,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-4 (0613),,0.9999998889840065,1.1101599357054773e-07
32,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-4 Turbo (1106),,0.9999995466219828,4.533780172048984e-07
33,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-4 Turbo (2024-04-09),,0.9999999884672142,1.1532785882268238e-08
34,DSx,5,"From 'Either the zinger is fraggled or it is smoogled' together with 'The zinger is not smoogled', can we infer 'The zinger is fraggled'?",GPT-4o (2024-05-13),,0.9999952149038189,4.785096181082657e-06
35,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-3.5 Turbo (1106),,0.5877979997569837,0.4122020002430164
36,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-3.5 Turbo (0125),,0.4222873117574453,0.5777126882425547
37,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-4 (0314),,0.9999991781976317,8.218023681798661e-07
38,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-4 (0613),,0.9999998047298093,1.9527019071004e-07
39,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-4 Turbo (1106),,0.9999995873007602,4.126992397613045e-07
40,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-4 Turbo (2024-04-09),,0.999999999180871,8.191289375021835e-10
41,DSx,6,"From 'Either the grommet is sploffed or it is plopped' together with 'The grommet is not plopped', can we infer 'The grommet is sploffed'?",GPT-4o (2024-05-13),,0.9999998555019578,1.444980422321198e-07
42,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-3.5 Turbo (1106),,0.9440279828785799,0.05597201712142009
43,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-3.5 Turbo (0125),,0.8495798864778111,0.15042011352218884
44,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-4 (0314),,0.9999997646786882,2.3532131182530969e-07
45,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-4 (0613),,0.9999998146971856,1.853028145022279e-07
46,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-4 Turbo (1106),,0.9999995462315575,4.537684425121051e-07
47,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-4 Turbo (2024-04-09),,0.9999999984853186,1.5146814312261004e-09
48,DSx,7,"From 'Either the whiffle is shanked or it is tinked' together with 'The whiffle is not tinked', can we infer 'The whiffle is shanked'?",GPT-4o (2024-05-13),,0.9999993524050592,6.47594940724275e-07
49,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-3.5 Turbo (1106),,0.9622226953609632,0.03777730463903678
50,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-3.5 Turbo (0125),,0.9753179505631756,0.02468204943682441
51,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-4 (0314),,0.9999986106439887,1.3893560113623698e-06
52,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-4 (0613),,0.9999998548417566,1.4515824344025153e-07
53,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-4 Turbo (1106),,0.9999996789906964,3.210093036158814e-07
54,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-4 Turbo (2024-04-09),,0.9999999999314716,6.852841168710315e-11
55,DSx,8,"From 'Either the sprocket is cranked or it is daggled' together with 'The sprocket is not daggled', can we infer 'The sprocket is cranked'?",GPT-4o (2024-05-13),,0.9999997897566879,2.102433121198718e-07
56,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-3.5 Turbo (1106),,0.2172084311848286,0.7827915688151714
57,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-3.5 Turbo (0125),,0.3118507735147034,0.6881492264852965
58,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-4 (0314),,0.9999880548670277,1.1945132972267335e-05
59,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-4 (0613),,0.9999998193099149,1.8069008509775888e-07
60,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-4 Turbo (1106),,0.99999888769178,1.1123082199714076e-06
61,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-4 Turbo (2024-04-09),,0.9999999991369687,8.630313413479379e-10
62,DSx,9,"From 'Either the twonk is plinked or it is varnished' together with 'The twonk is not plinked', can we infer 'The twonk is varnished'?",GPT-4o (2024-05-13),,0.9999998874648527,1.125351472871082e-07
63,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-3.5 Turbo (1106),,0.9523776186848851,0.047622381315114905
64,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-3.5 Turbo (0125),,0.6864747576050109,0.3135252423949891
65,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-4 (0314),,0.9999991530831837,8.469168162994681e-07
66,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-4 (0613),,0.9999999308156667,6.918433320288989e-08
67,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-4 Turbo (1106),,0.9999995855287879,4.144712121508347e-07
68,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-4 Turbo (2024-04-09),,0.9999999996776876,3.2231235990853224e-10
69,DSx,10,"From 'Either the wug is sproinged or it is garpled' together with 'The wug is not garpled', can we infer 'The wug is sproinged'?",GPT-4o (2024-05-13),,0.999999495652551,5.04347449034912e-07
70,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-3.5 Turbo (1106),,0.8697392179080732,0.13026078209192687
71,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-3.5 Turbo (0125),,0.7646661843608719,0.23533381563912817
72,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-4 (0314),,0.9999990125818072,9.874181927193088e-07
73,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-4 (0613),,0.9999999577476665,4.2252333553991063e-08
74,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-4 Turbo (1106),,0.9999998670849416,1.3291505845124062e-07
75,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-4 Turbo (2024-04-09),,0.9999999998023018,1.9769813840710027e-10
76,DSx,11,"From 'Either the flug is blummed or it is zimmed' together with 'The flug is not zimmed', can we infer 'The flug is blummed'?",GPT-4o (2024-05-13),,0.9988304898064349,0.0011695101935651957
77,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-3.5 Turbo (1106),,0.9417586506585751,0.05824134934142491
78,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-3.5 Turbo (0125),,0.9077793750021038,0.0922206249978962
79,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-4 (0314),,0.9999995013209491,4.986790509083702e-07
80,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-4 (0613),,0.9999997067776444,2.9322235563373316e-07
81,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-4 Turbo (1106),,0.9999997600710113,2.3992898864561173e-07
82,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-4 Turbo (2024-04-09),,0.9999999899865315,1.0013468478248578e-08
83,DSx,12,"From 'Either the smip is shripped or it is lupped' together with 'The smip is not lupped', can we infer 'The smip is shripped'?",GPT-4o (2024-05-13),,0.9978172834784265,0.002182716521573509
84,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-3.5 Turbo (1106),,0.816723484614123,0.1832765153858769
85,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-3.5 Turbo (0125),,0.721996321823754,0.278003678176246
86,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-4 (0314),,0.9999997141700756,2.858299244322862e-07
87,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-4 (0613),,0.999999949284399,5.071560102874315e-08
88,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-4 Turbo (1106),,0.9999995193739977,4.806260022773798e-07
89,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-4 Turbo (2024-04-09),,0.9999999998681905,1.3180944956158266e-10
90,DSx,13,"From 'Either the glip is slogged or it is tragged' together with 'The glip is not tragged', can we infer 'The glip is slogged'?",GPT-4o (2024-05-13),,0.9999998555019577,1.4449804219661654e-07
91,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-3.5 Turbo (1106),,0.780102854644476,0.21989714535552404
92,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-3.5 Turbo (0125),,0.7685083065061413,0.23149169349385873
93,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-4 (0314),,0.9999931296142984,6.870385701700095e-06
94,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-4 (0613),,0.9999998311465432,1.688534568144793e-07
95,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-4 Turbo (1106),,0.9999980055932214,1.994406778634671e-06
96,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-4 Turbo (2024-04-09),,0.9999999993940378,6.059621784497864e-10
97,DSx,14,"From 'Either the clug is fleeked or it is snugged' together with 'The clug is not snugged', can we infer 'The clug is fleeked'?",GPT-4o (2024-05-13),,0.9999999006881278,9.931187224637059e-08
98,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-3.5 Turbo (1106),,0.9180654144541293,0.08193458554587074
99,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-3.5 Turbo (0125),,0.8771234302119115,0.12287656978808847
100,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-4 (0314),,0.9999682384119764,3.1761588023594514e-05
101,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-4 (0613),,0.9999997943368943,2.0566310571839884e-07
102,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-4 Turbo (1106),,0.9999945687222244,5.43127777570177e-06
103,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-4 Turbo (2024-04-09),,0.9999999996633125,3.366874494810911e-10
104,DSx,15,"From 'Either the dreb is vroombed or it is spened' together with 'The dreb is not spened', can we infer 'The dreb is vroombed'?",GPT-4o (2024-05-13),,0.9999339479023454,6.605209765460811e-05
105,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-3.5 Turbo (1106),,0.7937236994166829,0.2062763005833171
106,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-3.5 Turbo (0125),,0.6706419828837572,0.32935801711624285
107,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-4 (0314),,0.9999964294438164,3.5705561836687687e-06
108,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-4 (0613),,0.9999997488396714,2.511603286116254e-07
109,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-4 Turbo (1106),,0.9999834851752007,1.651482479924551e-05
110,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-4 Turbo (2024-04-09),,0.9999999974366947,2.563305409900046e-09
111,DSx,16,"From 'Either the sneg is crampled or it is sproted' together with 'The sneg is not sproted', can we infer 'The sneg is crampled'?",GPT-4o (2024-05-13),,0.999999057755467,9.422445329409556e-07
112,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-3.5 Turbo (1106),,0.9768940815370609,0.023105918462939086
113,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-3.5 Turbo (0125),,0.5704023877287124,0.4295976122712875
114,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-4 (0314),,0.9999993442194102,6.557805897582234e-07
115,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-4 (0613),,0.9999998754948123,1.2450518764506332e-07
116,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-4 Turbo (1106),,0.9999979165831099,2.08341689014435e-06
117,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-4 Turbo (2024-04-09),,0.9999999984599646,1.540035441322306e-09
118,DSx,17,"From 'Either the flob is skizzled or it is movated' together with 'The flob is not movated', can we infer 'The flob is skizzled'?",GPT-4o (2024-05-13),,0.999999168472362,8.315276379400828e-07
119,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-3.5 Turbo (1106),,0.6499258658647666,0.35007413413523336
120,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-3.5 Turbo (0125),,0.429730350044683,0.5702696499553169
121,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-4 (0314),,0.999995358162011,4.641837988965329e-06
122,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-4 (0613),,0.9999992309620375,7.690379625052722e-07
123,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-4 Turbo (1106),,0.9999977858861486,2.214113851371433e-06
124,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-4 Turbo (2024-04-09),,0.9999999993137524,6.862475250908882e-10
125,DSx,18,"From 'Either the shank is plooked or it is nugged' together with 'The shank is not nugged', can we infer 'The shank is plooked'?",GPT-4o (2024-05-13),,0.9999996940979813,3.059020187196181e-07
126,DSx,19,"From 'Either the smonk is vreebled or it is plagged' together with 'The smonk is not plagged', can we infer 'The smonk is vreebled'?",GPT-3.5 Turbo (1106),,0.7003723237504351,0.29962767624956493
127,DSx,19,"From 'Either the smonk is vreebled or it is plagged' together with 'The smonk is not plagged', can we infer 'The smonk is vreebled'?",GPT-3.5 Turbo (0125),,0.19133446796204756,0.8086655320379524
128,DSx,19,"From 'Either the smonk is vreebled or it is plagged' together with 'The smonk is not plagged', can we infer 'The smonk is vreebled'?",GPT-4 (0314),,0.9999878571975285,1.2142802471624696e-05
129,DSx,19,"From 'Either the smonk is vreebled or it is plagged' together with 'The smonk is not plagged', can we infer 'The smonk is vreebled'?",GPT-4 (0613),,0.9999998415940202,1.5840597977365345e-07
130,DSx,19,"From 'Either the smonk is vreebled or it is plagged' together with 'The smonk is not plagged', can we infer 'The smonk is vreebled'?",GPT-4 Turbo (1106),,0.9999993475138818,6.524861181535528e-07
131,DSx,19,"From 'Either the smonk is vreebled or it is plagged' together with 'The smonk is not plagged', can we infer 'The smonk is vreebled'?",GPT-4 Turbo (2024-04-09),,0.9999999999524114,4.758863624518586e-11
132,DSx,19,"From 'Either the smonk is vreebled or it is plagged' together with 'The smonk is not plagged', can we infer 'The smonk is vreebled'?",GPT-4o (2024-05-13),,0.9999997300423366,2.6995766345218627e-07
133,DSx,20,"From 'Either the fleeg is bluttered or it is surned' together with 'The fleeg is not surned', can we infer 'The fleeg is bluttered'?",GPT-3.5 Turbo (1106),,0.9332145494333114,0.06678545056668864
134,DSx,20,"From 'Either the fleeg is bluttered or it is surned' together with 'The fleeg is not surned', can we infer 'The fleeg is bluttered'?",GPT-3.5 Turbo (0125),,0.8180746152475623,0.1819253847524377
135,DSx,20,"From 'Either the fleeg is bluttered or it is surned' together with 'The fleeg is not surned', can we infer 'The fleeg is bluttered'?",GPT-4 (0314),,0.9999953594184967,4.640581503296126e-06
136,DSx,20,"From 'Either the fleeg is bluttered or it is surned' together with 'The fleeg is not surned', can we infer 'The fleeg is bluttered'?",GPT-4 (0613),,0.9999998068161523,1.9318384768912503e-07
137,DSx,20,"From 'Either the fleeg is bluttered or it is surned' together with 'The fleeg is not surned', can we infer 'The fleeg is bluttered'?",GPT-4 Turbo (1106),,0.9999998245200641,1.7547993599691877e-07
138,DSx,20,"From 'Either the fleeg is bluttered or it is surned' together with 'The fleeg is not surned', can we infer 'The fleeg is bluttered'?",GPT-4 Turbo (2024-04-09),,0.9999999996555153,3.444846037572524e-10
139,DSx,20,"From 'Either the fleeg is bluttered or it is surned' together with 'The fleeg is not surned', can we infer 'The fleeg is bluttered'?",GPT-4o (2024-05-13),,0.9999991684724612,8.315275388189169e-07
140,DSmufo,1,"From 'It's not the case that Fido must be in the garden' together with 'Either Fido must be in the garden or Fido is inside', can we infer 'Fido is inside'?",GPT-3.5 Turbo (1106),,0.7339117325996956,0.2660882674003045
141,DSmufo,1,"From 'It's not the case that Fido must be in the garden' together with 'Either Fido must be in the garden or Fido is inside', can we infer 'Fido is inside'?",GPT-3.5 Turbo (0125),,0.8384522854722353,0.16154771452776462
142,DSmufo,1,"From 'It's not the case that Fido must be in the garden' together with 'Either Fido must be in the garden or Fido is inside', can we infer 'Fido is inside'?",GPT-4 (0314),,0.9999850637121009,1.4936287899034942e-05
143,DSmufo,1,"From 'It's not the case that Fido must be in the garden' together with 'Either Fido must be in the garden or Fido is inside', can we infer 'Fido is inside'?",GPT-4 (0613),,0.9999993918043553,6.081956447906477e-07
144,DSmufo,1,"From 'It's not the case that Fido must be in the garden' together with 'Either Fido must be in the garden or Fido is inside', can we infer 'Fido is inside'?",GPT-4 Turbo (1106),,0.9998970582778284,0.00010294172217164151
145,DSmufo,1,"From 'It's not the case that Fido must be in the garden' together with 'Either Fido must be in the garden or Fido is inside', can we infer 'Fido is inside'?",GPT-4 Turbo (2024-04-09),,0.9999999110836435,8.891635644196354e-08
